"x"	"y"
-10	-90
-9.73278448453771	-89.6440521233265
-9.46556896907542	-89.288104246653
-9.19835345361312	-88.9321563699795
-8.93113793815083	-88.576208493306
-8.66392242268854	-88.2202606166325
-8.39670690722625	-87.864312739959
-8.12949139176396	-87.5083648632855
-7.86227587630167	-87.152416986612
-7.59506036083938	-86.7964691099385
-7.32784484537708	-86.4405212332649
-7.06062932991479	-86.0845733565914
-6.7934138144525	-85.7286254799179
-6.52619829899021	-85.3726776032444
-6.25898278352792	-85.0167297265709
-5.99176726806563	-84.6607818498974
-5.72455175260333	-84.3048339732239
-5.45733623714104	-83.9488860965504
-5.19012072167875	-83.5929382198769
-4.92290520621646	-83.2369903432034
-4.65568969075417	-82.8810424665299
-4.38847417529188	-82.5250945898564
-4.12125865982958	-82.1691467131829
-3.85404314436729	-81.8131988365094
-3.586827628905	-81.4572509598359
-3.31961211344271	-81.1013030831624
-3.05239659798042	-80.7453552064889
-2.78518108251813	-80.3894073298154
-2.51796556705584	-80.0334594531419
-2.25075005159354	-79.6775115764683
-1.98353453613125	-79.3215636997948
-1.71631902066896	-78.9656158231213
-1.44910350520667	-78.6096679464478
-1.18188798974438	-78.2537200697743
-0.914672474282085	-77.8977721931008
-0.647456958819793	-77.5418243164273
-0.380241443357502	-77.1858764397538
-0.11302592789521	-76.8299285630803
0.154189587567082	-76.4739806864068
0.421405103029374	-76.1180328097333
0.688620618491665	-75.7620849330598
0.955836133953955	-75.4061370563863
1.22305164941625	-75.0501891797128
1.49026716487854	-74.6942413030393
1.75748268034083	-74.3382934263658
2.02469819580312	-73.9823455496923
2.29191371126541	-73.6263976730188
2.55912922672771	-73.2704497963452
2.82634474219	-72.9145019196717
3.09356025765229	-72.5585540429982
3.36077577311458	-72.2026061663247
3.62799128857687	-71.8466582896512
3.89520680403916	-71.4907104129777
4.16242231950146	-71.1347625363042
4.42963783496375	-70.7788146596307
4.69685335042604	-70.4228667829572
4.96406886588833	-70.0669189062837
5.23128438135062	-69.7109710296102
5.49849989681291	-69.3550231529367
5.7657154122752	-68.9990752762632
